shipping_id,order_id,carrier,shipping_method,warehouse_location,ship_date,delivery_date,shipping_cost,delivery_status
8004534,70019534,Purolator,Express,Toronto-ON,2028-10-24,2028-10-26,19.99,Delivered
8004535,70019535,DHL,Standard,Chicago-IL,2028-10-21,2028-10-30,12.99,Delivered
8004536,70019536,Canada Post,Standard,Edmonton-AB,2028-10-25,2028-11-01,9.99,Delivered
8004537,70019537,UPS,Expedited,Calgary-AB,2028-10-26,2028-10-29,14.99,Delivered
8004538,70019538,FedEx,Standard,Vancouver-BC,2028-10-23,2028-10-31,11.99,Delivered
8004539,70019539,Purolator,Express,Toronto-ON,2028-10-27,2028-10-29,19.99,Delivered
8004540,70019540,DHL,Standard,Chicago-IL,2028-10-24,2028-11-02,12.99,Delivered
8004541,70019541,Canada Post,Standard,Edmonton-AB,2028-10-28,2028-11-04,9.99,Delivered
8004542,70019542,UPS,Expedited,Calgary-AB,2028-10-29,2028-11-01,14.99,Delivered
8004543,70019543,FedEx,Standard,Vancouver-BC,2028-10-26,2028-11-03,11.99,Delivered
8004544,70019544,Purolator,Express,Toronto-ON,2028-10-30,2028-11-01,19.99,Delivered
8004545,70019545,DHL,Standard,Chicago-IL,2028-10-27,2028-11-05,12.99,Delivered
8004546,70019546,Canada Post,Standard,Edmonton-AB,2028-10-31,2028-11-07,9.99,Delivered
8004547,70019547,UPS,Expedited,Calgary-AB,2028-11-01,2028-11-04,14.99,Delivered
8004548,70019548,FedEx,Standard,Vancouver-BC,2028-10-29,2028-11-06,11.99,Delivered
8004549,70019549,Purolator,Express,Toronto-ON,2028-11-02,2028-11-04,19.99,Delivered
8004550,70019550,DHL,Standard,Chicago-IL,2028-10-30,2028-11-08,12.99,Delivered
8004551,70019551,Canada Post,Standard,Edmonton-AB,2028-11-01,2028-11-08,9.99,Delivered
8004552,70019552,UPS,Expedited,Calgary-AB,2028-11-02,2028-11-05,14.99,Delivered
8004553,70019553,FedEx,Standard,Vancouver-BC,2028-10-30,2028-11-07,11.99,Delivered
8004554,70019554,Purolator,Express,Toronto-ON,2028-11-03,2028-11-05,19.99,Delivered
8004555,70019555,DHL,Standard,Chicago-IL,2028-10-31,2028-11-09,12.99,Delivered
8004556,70019556,Canada Post,Standard,Edmonton-AB,2028-11-04,2028-11-11,9.99,Delivered
8004557,70019557,UPS,Expedited,Calgary-AB,2028-11-05,2028-11-08,14.99,Delivered
8004558,70019558,FedEx,Standard,Vancouver-BC,2028-11-02,2028-11-10,11.99,Delivered
8004559,70019559,Purolator,Express,Toronto-ON,2028-11-06,2028-11-08,19.99,Delivered
8004560,70019560,DHL,Standard,Chicago-IL,2028-11-03,2028-11-12,12.99,Delivered
8004561,70019561,Canada Post,Standard,Edmonton-AB,2028-11-07,2028-11-14,9.99,Delivered
8004562,70019562,UPS,Expedited,Calgary-AB,2028-11-08,2028-11-11,14.99,Delivered
8004563,70019563,FedEx,Standard,Vancouver-BC,2028-11-05,2028-11-13,11.99,Delivered
8004564,70019564,Purolator,Express,Toronto-ON,2028-11-09,2028-11-11,19.99,Delivered
8004565,70019565,DHL,Standard,Chicago-IL,2028-11-06,2028-11-15,12.99,Delivered
8004566,70019566,Canada Post,Standard,Edmonton-AB,2028-11-10,2028-11-17,9.99,Delivered
8004567,70019567,UPS,Expedited,Calgary-AB,2028-11-11,2028-11-14,14.99,Delivered
8004568,70019568,FedEx,Standard,Vancouver-BC,2028-11-08,2028-11-16,11.99,Delivered
8004569,70019569,Purolator,Express,Toronto-ON,2028-11-12,2028-11-14,19.99,Delivered
8004570,70019570,DHL,Standard,Chicago-IL,2028-11-09,2028-11-18,12.99,Delivered
8004571,70019571,Canada Post,Standard,Edmonton-AB,2028-11-13,2028-11-20,9.99,Delivered
8004572,70019572,UPS,Expedited,Calgary-AB,2028-11-14,2028-11-17,14.99,Delivered
8004573,70019573,FedEx,Standard,Vancouver-BC,2028-11-11,2028-11-19,11.99,Delivered
8004574,70019574,Purolator,Express,Toronto-ON,2028-11-15,2028-11-17,19.99,Delivered
8004575,70019575,DHL,Standard,Chicago-IL,2028-11-12,2028-11-21,12.99,Delivered
8004576,70019576,Canada Post,Standard,Edmonton-AB,2028-11-16,2028-11-23,9.99,Delivered
8004577,70019577,UPS,Expedited,Calgary-AB,2028-11-17,2028-11-20,14.99,Delivered
8004578,70019578,FedEx,Standard,Vancouver-BC,2028-11-14,2028-11-22,11.99,Delivered
8004579,70019579,Purolator,Express,Toronto-ON,2028-11-18,2028-11-20,19.99,Delivered
8004580,70019580,DHL,Standard,Chicago-IL,2028-11-15,2028-11-24,12.99,Delivered
8004581,70019581,Canada Post,Standard,Edmonton-AB,2028-11-19,2028-11-26,9.99,Delivered
8004582,70019582,UPS,Expedited,Calgary-AB,2028-11-20,2028-11-23,14.99,Delivered
8004583,70019583,FedEx,Standard,Vancouver-BC,2028-11-17,2028-11-25,11.99,Delivered
8004584,70019584,Purolator,Express,Toronto-ON,2028-11-21,2028-11-23,19.99,Delivered
8004585,70019585,DHL,Standard,Chicago-IL,2028-11-18,2028-11-27,12.99,Delivered
8004586,70019586,Canada Post,Standard,Edmonton-AB,2028-11-22,2028-11-29,9.99,Delivered
8004587,70019587,UPS,Expedited,Calgary-AB,2028-11-23,2028-11-26,14.99,Delivered
8004588,70019588,FedEx,Standard,Vancouver-BC,2028-11-20,2028-11-28,11.99,Delivered
8004589,70019589,Purolator,Express,Toronto-ON,2028-11-24,2028-11-26,19.99,Delivered
8004590,70019590,DHL,Standard,Chicago-IL,2028-11-21,2028-11-30,12.99,Delivered
8004591,70019591,Canada Post,Standard,Edmonton-AB,2028-11-25,2028-12-02,9.99,Delivered
8004592,70019592,UPS,Expedited,Calgary-AB,2028-11-26,2028-11-29,14.99,Delivered
8004593,70019593,FedEx,Standard,Vancouver-BC,2028-11-23,2028-12-01,11.99,Delivered
8004594,70019594,Purolator,Express,Toronto-ON,2028-11-27,2028-11-29,19.99,Delivered
8004595,70019595,DHL,Standard,Chicago-IL,2028-11-24,2028-12-03,12.99,Delivered
8004596,70019596,Canada Post,Standard,Edmonton-AB,2028-11-28,2028-12-05,9.99,Delivered
8004597,70019597,UPS,Expedited,Calgary-AB,2028-11-29,2028-12-02,14.99,Delivered
8004598,70019598,FedEx,Standard,Vancouver-BC,2028-11-26,2028-12-04,11.99,Delivered
8004599,70019599,Purolator,Express,Toronto-ON,2028-11-30,2028-12-02,19.99,Delivered
8004600,70019600,DHL,Standard,Chicago-IL,2028-11-27,2028-12-06,12.99,Delivered
8004601,70019601,Canada Post,Standard,Edmonton-AB,2028-11-29,2028-12-06,9.99,Delivered
8004602,70019602,UPS,Expedited,Calgary-AB,2028-11-30,2028-12-03,14.99,Delivered
8004603,70019603,FedEx,Standard,Vancouver-BC,2028-11-27,2028-12-05,11.99,Delivered
8004604,70019604,Purolator,Express,Toronto-ON,2028-12-01,2028-12-03,19.99,Delivered
8004605,70019605,DHL,Standard,Chicago-IL,2028-11-28,2028-12-07,12.99,Delivered
8004606,70019606,Canada Post,Standard,Edmonton-AB,2028-12-02,2028-12-09,9.99,Delivered
8004607,70019607,UPS,Expedited,Calgary-AB,2028-12-03,2028-12-06,14.99,Delivered
8004608,70019608,FedEx,Standard,Vancouver-BC,2028-11-30,2028-12-08,11.99,Delivered
8004609,70019609,Purolator,Express,Toronto-ON,2028-12-04,2028-12-06,19.99,Delivered
8004610,70019610,DHL,Standard,Chicago-IL,2028-12-01,2028-12-10,12.99,Delivered
8004611,70019611,Canada Post,Standard,Edmonton-AB,2028-12-05,2028-12-12,9.99,Delivered
8004612,70019612,UPS,Expedited,Calgary-AB,2028-12-06,2028-12-09,14.99,Delivered
8004613,70019613,FedEx,Standard,Vancouver-BC,2028-12-03,2028-12-11,11.99,Delivered
8004614,70019614,Purolator,Express,Toronto-ON,2028-12-07,2028-12-09,19.99,Delivered
8004615,70019615,DHL,Standard,Chicago-IL,2028-12-04,2028-12-13,12.99,Delivered
8004616,70019616,Canada Post,Standard,Edmonton-AB,2028-12-08,2028-12-15,9.99,Delivered
8004617,70019617,UPS,Expedited,Calgary-AB,2028-12-09,2028-12-12,14.99,Delivered
8004618,70019618,FedEx,Standard,Vancouver-BC,2028-12-06,2028-12-14,11.99,Delivered
8004619,70019619,Purolator,Express,Toronto-ON,2028-12-10,2028-12-12,19.99,Delivered
8004620,70019620,DHL,Standard,Chicago-IL,2028-12-07,2028-12-16,12.99,Delivered
8004621,70019621,Canada Post,Standard,Edmonton-AB,2028-12-11,2028-12-18,9.99,Delivered
8004622,70019622,UPS,Expedited,Calgary-AB,2028-12-12,2028-12-15,14.99,Delivered
8004623,70019623,FedEx,Standard,Vancouver-BC,2028-12-09,2028-12-17,11.99,Delivered
8004624,70019624,Purolator,Express,Toronto-ON,2028-12-13,2028-12-15,19.99,Delivered
8004625,70019625,DHL,Standard,Chicago-IL,2028-12-10,2028-12-19,12.99,Delivered
8004626,70019626,Canada Post,Standard,Edmonton-AB,2028-12-14,2028-12-21,9.99,Delivered
8004627,70019627,UPS,Expedited,Calgary-AB,2028-12-15,2028-12-18,14.99,Delivered
8004628,70019628,FedEx,Standard,Vancouver-BC,2028-12-12,2028-12-20,11.99,Delivered
8004629,70019629,Purolator,Express,Toronto-ON,2028-12-16,2028-12-18,19.99,Delivered
8004630,70019630,DHL,Standard,Chicago-IL,2028-12-13,2028-12-22,12.99,Delivered
8004631,70019631,Canada Post,Standard,Edmonton-AB,2028-12-17,2028-12-24,9.99,Delivered
8004632,70019632,UPS,Expedited,Calgary-AB,2028-12-18,2028-12-21,14.99,Delivered
8004633,70019633,FedEx,Standard,Vancouver-BC,2028-12-15,2028-12-23,11.99,Delivered
8004634,70019634,Purolator,Express,Toronto-ON,2028-12-19,2028-12-21,19.99,Delivered
8004635,70019635,DHL,Standard,Chicago-IL,2028-12-16,2028-12-25,12.99,Delivered
8004636,70019636,Canada Post,Standard,Edmonton-AB,2028-12-20,2028-12-27,9.99,Delivered
8004637,70019637,UPS,Expedited,Calgary-AB,2028-12-21,2028-12-24,14.99,Delivered
8004638,70019638,FedEx,Standard,Vancouver-BC,2028-12-18,2028-12-26,11.99,Delivered
8004639,70019639,Purolator,Express,Toronto-ON,2028-12-22,2028-12-24,19.99,Delivered
8004640,70019640,DHL,Standard,Chicago-IL,2028-12-19,2028-12-28,12.99,Delivered
8004641,70019641,Canada Post,Standard,Edmonton-AB,2028-12-23,2028-12-30,9.99,Delivered
8004642,70019642,UPS,Expedited,Calgary-AB,2028-12-24,2028-12-27,14.99,Delivered
8004643,70019643,FedEx,Standard,Vancouver-BC,2028-12-21,2028-12-29,11.99,Delivered
8004644,70019644,Purolator,Express,Toronto-ON,2028-12-25,2028-12-27,19.99,Delivered
8004645,70019645,DHL,Standard,Chicago-IL,2028-12-22,2028-12-31,12.99,Delivered
8004646,70019646,Canada Post,Standard,Edmonton-AB,2028-12-26,2029-01-02,9.99,Delivered
8004647,70019647,UPS,Expedited,Calgary-AB,2028-12-27,2028-12-30,14.99,Delivered
8004648,70019648,FedEx,Standard,Vancouver-BC,2028-12-24,2029-01-01,11.99,Delivered
8004649,70019649,Purolator,Express,Toronto-ON,2028-12-28,2028-12-30,19.99,Delivered
8004650,70019650,DHL,Standard,Chicago-IL,2028-12-25,2029-01-03,12.99,Delivered
8004651,70019651,Canada Post,Standard,Edmonton-AB,2028-12-27,2029-01-03,9.99,Delivered
8004652,70019652,UPS,Expedited,Calgary-AB,2028-12-28,2028-12-31,14.99,Delivered
8004653,70019653,FedEx,Standard,Vancouver-BC,2028-12-25,2029-01-02,11.99,Delivered
8004654,70019654,Purolator,Express,Toronto-ON,2028-12-29,2028-12-31,19.99,Delivered
8004655,70019655,DHL,Standard,Chicago-IL,2028-12-26,2029-01-04,12.99,Delivered
8004656,70019656,Canada Post,Standard,Edmonton-AB,2028-12-30,2029-01-06,9.99,Delivered
8004657,70019657,UPS,Expedited,Calgary-AB,2028-12-31,2029-01-03,14.99,Delivered
8004658,70019658,FedEx,Standard,Vancouver-BC,2028-12-28,2029-01-05,11.99,Delivered
8004659,70019659,Purolator,Express,Toronto-ON,2029-01-01,2029-01-03,19.99,Delivered
8004660,70019660,DHL,Standard,Chicago-IL,2028-12-29,2029-01-07,12.99,Delivered
8004661,70019661,Canada Post,Standard,Edmonton-AB,2029-01-02,2029-01-09,9.99,Delivered
8004662,70019662,UPS,Expedited,Calgary-AB,2029-01-03,2029-01-06,14.99,Delivered
8004663,70019663,FedEx,Standard,Vancouver-BC,2028-12-31,2029-01-08,11.99,Delivered
8004664,70019664,Purolator,Express,Toronto-ON,2029-01-04,2029-01-06,19.99,Delivered
8004665,70019665,DHL,Standard,Chicago-IL,2029-01-01,2029-01-10,12.99,Delivered
8004666,70019666,Canada Post,Standard,Edmonton-AB,2029-01-05,2029-01-12,9.99,Delivered
8004667,70019667,UPS,Expedited,Calgary-AB,2029-01-06,2029-01-09,14.99,Delivered
8004668,70019668,FedEx,Standard,Vancouver-BC,2029-01-03,2029-01-11,11.99,Delivered
8004669,70019669,Purolator,Express,Toronto-ON,2029-01-07,2029-01-09,19.99,Delivered
8004670,70019670,DHL,Standard,Chicago-IL,2029-01-04,2029-01-13,12.99,Delivered
8004671,70019671,Canada Post,Standard,Edmonton-AB,2029-01-08,2029-01-15,9.99,Delivered
8004672,70019672,UPS,Expedited,Calgary-AB,2029-01-09,2029-01-12,14.99,Delivered
8004673,70019673,FedEx,Standard,Vancouver-BC,2029-01-06,2029-01-14,11.99,Delivered
8004674,70019674,Purolator,Express,Toronto-ON,2029-01-10,2029-01-12,19.99,Delivered
8004675,70019675,DHL,Standard,Chicago-IL,2029-01-07,2029-01-16,12.99,Delivered
8004676,70019676,Canada Post,Standard,Edmonton-AB,2029-01-11,2029-01-18,9.99,Delivered
8004677,70019677,UPS,Expedited,Calgary-AB,2029-01-12,2029-01-15,14.99,Delivered
8004678,70019678,FedEx,Standard,Vancouver-BC,2029-01-09,2029-01-17,11.99,Delivered
8004679,70019679,Purolator,Express,Toronto-ON,2029-01-13,2029-01-15,19.99,Delivered
8004680,70019680,DHL,Standard,Chicago-IL,2029-01-10,2029-01-19,12.99,Delivered
8004681,70019681,Canada Post,Standard,Edmonton-AB,2029-01-14,2029-01-21,9.99,Delivered
8004682,70019682,UPS,Expedited,Calgary-AB,2029-01-15,2029-01-18,14.99,Delivered
8004683,70019683,FedEx,Standard,Vancouver-BC,2029-01-12,2029-01-20,11.99,Delivered
8004684,70019684,Purolator,Express,Toronto-ON,2029-01-16,2029-01-18,19.99,Delivered
8004685,70019685,DHL,Standard,Chicago-IL,2029-01-13,2029-01-22,12.99,Delivered
8004686,70019686,Canada Post,Standard,Edmonton-AB,2029-01-17,2029-01-24,9.99,Delivered
8004687,70019687,UPS,Expedited,Calgary-AB,2029-01-18,2029-01-21,14.99,Delivered
8004688,70019688,FedEx,Standard,Vancouver-BC,2029-01-15,2029-01-23,11.99,Delivered
8004689,70019689,Purolator,Express,Toronto-ON,2029-01-19,2029-01-21,19.99,Delivered
8004690,70019690,DHL,Standard,Chicago-IL,2029-01-16,2029-01-25,12.99,Delivered
8004691,70019691,Canada Post,Standard,Edmonton-AB,2029-01-20,2029-01-27,9.99,Delivered
8004692,70019692,UPS,Expedited,Calgary-AB,2029-01-21,2029-01-24,14.99,Delivered
8004693,70019693,FedEx,Standard,Vancouver-BC,2029-01-18,2029-01-26,11.99,Delivered
8004694,70019694,Purolator,Express,Toronto-ON,2029-01-22,2029-01-24,19.99,Delivered
8004695,70019695,DHL,Standard,Chicago-IL,2029-01-19,2029-01-28,12.99,Delivered
8004696,70019696,Canada Post,Standard,Edmonton-AB,2029-01-23,2029-01-30,9.99,Delivered
8004697,70019697,UPS,Expedited,Calgary-AB,2029-01-24,2029-01-27,14.99,Delivered
8004698,70019698,FedEx,Standard,Vancouver-BC,2029-01-21,2029-01-29,11.99,Delivered
8004699,70019699,Purolator,Express,Toronto-ON,2029-01-25,2029-01-27,19.99,Delivered
8004700,70019700,DHL,Standard,Chicago-IL,2029-01-22,2029-01-31,12.99,Delivered
8004701,70019701,Canada Post,Standard,Edmonton-AB,2029-01-23,2029-01-30,9.99,Delivered
8004702,70019702,UPS,Expedited,Calgary-AB,2029-01-24,2029-01-27,14.99,Delivered
8004703,70019703,FedEx,Standard,Vancouver-BC,2029-01-21,2029-01-29,11.99,Delivered
8004704,70019704,Purolator,Express,Toronto-ON,2029-01-25,2029-01-27,19.99,Delivered
8004705,70019705,DHL,Standard,Chicago-IL,2029-01-22,2029-01-31,12.99,Delivered
8004706,70019706,Canada Post,Standard,Edmonton-AB,2029-01-26,2029-02-02,9.99,Delivered
8004707,70019707,UPS,Expedited,Calgary-AB,2029-01-27,2029-01-30,14.99,Delivered
8004708,70019708,FedEx,Standard,Vancouver-BC,2029-01-24,2029-02-01,11.99,Delivered
8004709,70019709,Purolator,Express,Toronto-ON,2029-01-28,2029-01-30,19.99,Delivered
8004710,70019710,DHL,Standard,Chicago-IL,2029-01-25,2029-02-03,12.99,Delivered
8004711,70019711,Canada Post,Standard,Edmonton-AB,2029-01-29,2029-02-05,9.99,Delivered
8004712,70019712,UPS,Expedited,Calgary-AB,2029-01-30,2029-02-02,14.99,Delivered
8004713,70019713,FedEx,Standard,Vancouver-BC,2029-01-27,2029-02-04,11.99,Delivered
8004714,70019714,Purolator,Express,Toronto-ON,2029-01-31,2029-02-02,19.99,Delivered
8004715,70019715,DHL,Standard,Chicago-IL,2029-01-28,2029-02-06,12.99,Delivered
8004716,70019716,Canada Post,Standard,Edmonton-AB,2029-02-01,2029-02-08,9.99,Delivered
8004717,70019717,UPS,Expedited,Calgary-AB,2029-02-02,2029-02-05,14.99,Delivered
8004718,70019718,FedEx,Standard,Vancouver-BC,2029-01-30,2029-02-07,11.99,Delivered
8004719,70019719,Purolator,Express,Toronto-ON,2029-02-03,2029-02-05,19.99,Delivered
8004720,70019720,DHL,Standard,Chicago-IL,2029-01-31,2029-02-09,12.99,Delivered
8004721,70019721,Canada Post,Standard,Edmonton-AB,2029-02-04,2029-02-11,9.99,Delivered
8004722,70019722,UPS,Expedited,Calgary-AB,2029-02-05,2029-02-08,14.99,Delivered
8004723,70019723,FedEx,Standard,Vancouver-BC,2029-02-02,2029-02-10,11.99,Delivered
8004724,70019724,Purolator,Express,Toronto-ON,2029-02-06,2029-02-08,19.99,Delivered
8004725,70019725,DHL,Standard,Chicago-IL,2029-02-03,2029-02-12,12.99,Delivered
8004726,70019726,Canada Post,Standard,Edmonton-AB,2029-02-07,2029-02-14,9.99,Delivered
8004727,70019727,UPS,Expedited,Calgary-AB,2029-02-08,2029-02-11,14.99,Delivered
8004728,70019728,FedEx,Standard,Vancouver-BC,2029-02-05,2029-02-13,11.99,Delivered
8004729,70019729,Purolator,Express,Toronto-ON,2029-02-09,2029-02-11,19.99,Delivered
8004730,70019730,DHL,Standard,Chicago-IL,2029-02-06,2029-02-15,12.99,Delivered
8004731,70019731,Canada Post,Standard,Edmonton-AB,2029-02-10,2029-02-17,9.99,Delivered
8004732,70019732,UPS,Expedited,Calgary-AB,2029-02-11,2029-02-14,14.99,Delivered
8004733,70019733,FedEx,Standard,Vancouver-BC,2029-02-08,2029-02-16,11.99,Delivered
8004734,70019734,Purolator,Express,Toronto-ON,2029-02-12,2029-02-14,19.99,Delivered
8004735,70019735,DHL,Standard,Chicago-IL,2029-02-09,2029-02-18,12.99,Delivered
8004736,70019736,Canada Post,Standard,Edmonton-AB,2029-02-13,2029-02-20,9.99,Delivered
8004737,70019737,UPS,Expedited,Calgary-AB,2029-02-14,2029-02-17,14.99,Delivered
8004738,70019738,FedEx,Standard,Vancouver-BC,2029-02-11,2029-02-19,11.99,Delivered
8004739,70019739,Purolator,Express,Toronto-ON,2029-02-15,2029-02-17,19.99,Delivered
8004740,70019740,DHL,Standard,Chicago-IL,2029-02-12,2029-02-21,12.99,Delivered
8004741,70019741,Canada Post,Standard,Edmonton-AB,2029-02-16,2029-02-23,9.99,Delivered
8004742,70019742,UPS,Expedited,Calgary-AB,2029-02-17,2029-02-20,14.99,Delivered
8004743,70019743,FedEx,Standard,Vancouver-BC,2029-02-14,2029-02-22,11.99,Delivered
8004744,70019744,Purolator,Express,Toronto-ON,2029-02-18,2029-02-20,19.99,Delivered
8004745,70019745,DHL,Standard,Chicago-IL,2029-02-15,2029-02-24,12.99,Delivered
8004746,70019746,Canada Post,Standard,Edmonton-AB,2029-02-19,2029-02-26,9.99,Delivered
8004747,70019747,UPS,Expedited,Calgary-AB,2029-02-20,2029-02-23,14.99,Delivered
8004748,70019748,FedEx,Standard,Vancouver-BC,2029-02-17,2029-02-25,11.99,Delivered
8004749,70019749,Purolator,Express,Toronto-ON,2029-02-21,2029-02-23,19.99,Delivered
8004750,70019750,DHL,Standard,Chicago-IL,2029-02-18,2029-02-27,12.99,Delivered
8004751,70019751,Canada Post,Standard,Edmonton-AB,2029-02-20,2029-02-27,9.99,Delivered
8004752,70019752,UPS,Expedited,Calgary-AB,2029-02-21,2029-02-24,14.99,Delivered
8004753,70019753,FedEx,Standard,Vancouver-BC,2029-02-18,2029-02-26,11.99,Delivered
8004754,70019754,Purolator,Express,Toronto-ON,2029-02-22,2029-02-24,19.99,Delivered
8004755,70019755,DHL,Standard,Chicago-IL,2029-02-19,2029-02-28,12.99,Delivered
8004756,70019756,Canada Post,Standard,Edmonton-AB,2029-02-23,2029-03-02,9.99,Delivered
8004757,70019757,UPS,Expedited,Calgary-AB,2029-02-24,2029-02-27,14.99,Delivered
8004758,70019758,FedEx,Standard,Vancouver-BC,2029-02-21,2029-03-01,11.99,Delivered
8004759,70019759,Purolator,Express,Toronto-ON,2029-02-25,2029-02-27,19.99,Delivered
8004760,70019760,DHL,Standard,Chicago-IL,2029-02-22,2029-03-03,12.99,Delivered
8004761,70019761,Canada Post,Standard,Edmonton-AB,2029-02-26,2029-03-05,9.99,Delivered
8004762,70019762,UPS,Expedited,Calgary-AB,2029-02-27,2029-03-02,14.99,Delivered
8004763,70019763,FedEx,Standard,Vancouver-BC,2029-02-24,2029-03-04,11.99,Delivered
8004764,70019764,Purolator,Express,Toronto-ON,2029-02-28,2029-03-02,19.99,Delivered
8004765,70019765,DHL,Standard,Chicago-IL,2029-02-25,2029-03-06,12.99,Delivered
8004766,70019766,Canada Post,Standard,Edmonton-AB,2029-03-01,2029-03-08,9.99,Delivered
8004767,70019767,UPS,Expedited,Calgary-AB,2029-03-02,2029-03-05,14.99,Delivered
8004768,70019768,FedEx,Standard,Vancouver-BC,2029-02-28,2029-03-07,11.99,Delivered
8004769,70019769,Purolator,Express,Toronto-ON,2029-03-03,2029-03-05,19.99,Delivered
8004770,70019770,DHL,Standard,Chicago-IL,2029-02-29,2029-03-09,12.99,Delivered
8004771,70019771,Canada Post,Standard,Edmonton-AB,2029-03-04,2029-03-11,9.99,Delivered
8004772,70019772,UPS,Expedited,Calgary-AB,2029-03-05,2029-03-08,14.99,Delivered
8004773,70019773,FedEx,Standard,Vancouver-BC,2029-03-02,2029-03-10,11.99,Delivered
8004774,70019774,Purolator,Express,Toronto-ON,2029-03-06,2029-03-08,19.99,Delivered
8004775,70019775,DHL,Standard,Chicago-IL,2029-03-03,2029-03-12,12.99,Delivered
8004776,70019776,Canada Post,Standard,Edmonton-AB,2029-03-07,2029-03-14,9.99,Delivered
8004777,70019777,UPS,Expedited,Calgary-AB,2029-03-08,2029-03-11,14.99,Delivered
8004778,70019778,FedEx,Standard,Vancouver-BC,2029-03-05,2029-03-13,11.99,Delivered
8004779,70019779,Purolator,Express,Toronto-ON,2029-03-09,2029-03-11,19.99,Delivered
8004780,70019780,DHL,Standard,Chicago-IL,2029-03-06,2029-03-15,12.99,Delivered
8004781,70019781,Canada Post,Standard,Edmonton-AB,2029-03-10,2029-03-17,9.99,Delivered
8004782,70019782,UPS,Expedited,Calgary-AB,2029-03-11,2029-03-14,14.99,Delivered
8004783,70019783,FedEx,Standard,Vancouver-BC,2029-03-08,2029-03-16,11.99,Delivered
